"turno","fontes","clima","estacao","diaUtil","naMedia"
"manha","web","nublado","primavera","nao","Yes"
"tarde","direct","nublado","primavera","nao","Yes"
"tarde","ad campaign","nublado","primavera","nao","Yes"
"tarde","ad campaign","nublado","primavera","nao","Yes"
"tarde","facebook page","nublado","primavera","nao","Yes"
"tarde","web","nublado","primavera","nao","Yes"
"tarde","web","nublado","primavera","nao","Yes"
"tarde","ad campaign","nublado","primavera","nao","Yes"
"noite","twitter","nublado","primavera","nao","No"
"noite","web","nublado","primavera","nao","No"
"noite","facebook page","nublado","primavera","nao","No"
"noite","direct","nublado","primavera","nao","No"
"noite","direct","nublado","primavera","nao","No"
"noite","web","nublado","primavera","nao","No"
"noite","facebook page","nublado","primavera","nao","Yes"
"noite","ad campaign","nublado","primavera","nao","Yes"
"noite",NA,"nublado","primavera","nao","Yes"
"manha","ad campaign","nublado","primavera","nao","Yes"
"manha","blog","garoando","primavera","nao","Yes"
"manha","facebook page","nublado","primavera","nao","Yes"
"manha","ad campaign","nublado","primavera","nao","Yes"
"manha","ad campaign","nublado","primavera","nao","Yes"
"manha","web","nublado","primavera","nao","Yes"
"manha","facebook page","nublado","primavera","nao","Yes"
"tarde","web","nublado","primavera","nao","Yes"
"tarde","ad campaign","garoando","primavera","nao","Yes"
"tarde","ad campaign","garoando","primavera","nao","Yes"
"tarde","direct","garoando","primavera","nao","Yes"
"tarde","facebook page","garoando","primavera","nao","Yes"
"tarde","twitter","garoando","primavera","nao","Yes"
"tarde","web","garoando","primavera","nao","Yes"
"noite","ad campaign","garoando","primavera","nao","Yes"
"noite","ad campaign","garoando","primavera","nao","Yes"
"noite","facebook page","nublado","primavera","nao","Yes"
"noite","web","nublado","primavera","nao","Yes"
"noite","twitter","garoando","primavera","sim","Yes"
"noite","twitter","garoando","primavera","sim","Yes"
"noite","facebook page","claro","primavera","sim","Yes"
"noite","direct","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"manha","web","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","No"
"manha","web","claro","primavera","sim","Yes"
"manha","web","claro","primavera","sim","Yes"
"manha",NA,"claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","direct","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"noite","direct","claro","primavera","sim","No"
"noite","facebook page","claro","primavera","sim","No"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"manha","web","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha",NA,"claro","primavera","sim","No"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","twitter","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"tarde","direct","nublado","primavera","sim","Yes"
"tarde","twitter","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","Yes"
"tarde","twitter","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","No"
"noite","web","claro","primavera","sim","No"
"noite","web","claro","primavera","sim","No"
"noite",NA,"claro","primavera","sim","No"
"noite","web","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","twitter","claro","primavera","sim","Yes"
"noite",NA,"claro","primavera","sim","Yes"
"noite","web","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","ad campaign","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","No"
"manha","web","nublado","primavera","sim","Yes"
"manha","ad campaign","nublado","primavera","sim","Yes"
"manha","facebook page","nublado","primavera","sim","Yes"
"manha","ad campaign","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","facebook page","nublado","primavera","sim","Yes"
"noite","web","nublado","primavera","sim","No"
"noite","ad campaign","nublado","primavera","sim","No"
"noite","ad campaign","garoando","primavera","sim","Yes"
"noite","direct","garoando","primavera","sim","Yes"
"noite","ad campaign","garoando","primavera","sim","Yes"
"noite",NA,"garoando","primavera","sim","Yes"
"noite","facebook page","garoando","primavera","sim","Yes"
"noite","direct","garoando","primavera","sim","Yes"
"manha","web","garoando","primavera","sim","Yes"
"manha","web","garoando","primavera","sim","Yes"
"manha","web","garoando","primavera","sim","Yes"
"manha","ad campaign","garoando","primavera","sim","Yes"
"manha","ad campaign","garoando","primavera","sim","Yes"
"manha","web","garoando","primavera","sim","Yes"
"manha","ad campaign","garoando","primavera","sim","Yes"
"tarde","web","garoando","primavera","sim","Yes"
"tarde","facebook page","garoando","primavera","sim","Yes"
"tarde","direct","garoando","primavera","sim","Yes"
"tarde","ad campaign","garoando","primavera","sim","Yes"
"tarde","direct","nublado","primavera","sim","Yes"
"tarde","ad campaign","garoando","primavera","sim","Yes"
"tarde","twitter","garoando","primavera","sim","Yes"
"noite","web","garoando","primavera","sim","No"
"noite","direct","garoando","primavera","sim","Yes"
"noite","direct","nublado","primavera","sim","Yes"
"noite","web","garoando","primavera","sim","Yes"
"noite","twitter","nublado","primavera","sim","Yes"
"noite","direct","garoando","primavera","sim","Yes"
"noite","direct","garoando","primavera","sim","Yes"
"noite","ad campaign","nublado","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"manha","web","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","No"
"manha","ad campaign","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","blog","nublado","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","facebook page","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","No"
"noite","ad campaign","nublado","primavera","sim","No"
"noite","web","claro","primavera","sim","No"
"noite","facebook page","claro","primavera","sim","No"
"noite","facebook page","claro","primavera","nao","Yes"
"noite","direct","claro","primavera","nao","Yes"
"noite","ad campaign","claro","primavera","nao","Yes"
"noite","ad campaign","claro","primavera","nao","Yes"
"noite","twitter","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","Yes"
"manha","blog","claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha",NA,"claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","facebook page","claro","primavera","nao","Yes"
"manha","facebook page","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"tarde","facebook page","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"tarde","ad campaign","claro","primavera","nao","Yes"
"tarde","ad campaign","claro","primavera","nao","Yes"
"tarde","twitter","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","No"
"noite",NA,"claro","primavera","nao","No"
"noite","twitter","claro","primavera","nao","No"
"noite","web","claro","primavera","nao","No"
"noite","ad campaign","claro","primavera","nao","No"
"noite","facebook page","claro","primavera","nao","Yes"
"noite","facebook page","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","Yes"
"noite","facebook page","claro","primavera","nao","Yes"
"manha","facebook page","claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha","direct","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","No"
"manha","web","claro","primavera","nao","No"
"tarde","web","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","No"
"tarde","blog","claro","primavera","nao","Yes"
"tarde","blog","claro","primavera","nao","Yes"
"tarde","blog","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","No"
"noite","web","claro","primavera","nao","No"
"noite","ad campaign","claro","primavera","nao","No"
"noite","web","claro","primavera","nao","Yes"
"noite","blog","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"manha","web","claro","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha",NA,"nublado","primavera","sim","No"
"manha",NA,"claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","Yes"
"tarde","direct","nublado","primavera","sim","Yes"
"tarde","direct","claro","primavera","sim","Yes"
"tarde","facebook page","claro","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","facebook page","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","No"
"noite","ad campaign","claro","primavera","sim","No"
"noite","ad campaign","claro","primavera","sim","No"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","direct","claro","primavera","sim","Yes"
"noite","twitter","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","twitter","claro","primavera","sim","Yes"
"manha","direct","claro","primavera","sim","No"
"manha","direct","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","twitter","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","direct","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"noite","ad campaign","nublado","primavera","sim","No"
"noite","ad campaign","garoando","primavera","sim","No"
"noite","blog","nublado","primavera","sim","Yes"
"noite","ad campaign","nublado","primavera","sim","Yes"
"noite","web","garoando","primavera","sim","Yes"
"noite","direct","garoando","primavera","sim","Yes"
"noite","ad campaign","nublado","primavera","sim","Yes"
"noite","web","nublado","primavera","sim","Yes"
"noite","direct","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"manha","twitter","nublado","primavera","sim","No"
"manha","web","nublado","primavera","sim","Yes"
"manha","ad campaign","nublado","primavera","sim","Yes"
"manha","ad campaign","nublado","primavera","sim","Yes"
"manha","web","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde",NA,"nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"noite","web","nublado","primavera","sim","No"
"noite","facebook page","nublado","primavera","sim","No"
"noite","ad campaign","nublado","primavera","sim","No"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","facebook page","claro","primavera","sim","Yes"
"noite","facebook page","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","facebook page","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","web","claro","primavera","sim","Yes"
"manha","twitter","claro","primavera","sim","No"
"manha","ad campaign","claro","primavera","sim","No"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"tarde","ad campaign","nublado","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","ad campaign","claro","primavera","sim","No"
"tarde","ad campaign","nublado","primavera","sim","No"
"tarde","direct","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","No"
"noite","ad campaign","claro","primavera","sim","No"
"noite","blog","claro","primavera","sim","No"
"noite","direct","claro","primavera","sim","No"
"noite","twitter","claro","primavera","sim","Yes"
"noite","facebook page","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","Yes"
"noite","ad campaign","claro","primavera","sim","Yes"
"noite","direct","claro","primavera","sim","Yes"
"manha","facebook page","claro","primavera","sim","Yes"
"manha","twitter","claro","primavera","sim","Yes"
"manha","facebook page","claro","primavera","sim","No"
"manha","ad campaign","claro","primavera","sim","No"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","ad campaign","claro","primavera","sim","Yes"
"manha","twitter","nublado","primavera","sim","No"
"tarde","ad campaign","claro","primavera","sim","Yes"
"tarde","web","claro","primavera","sim","Yes"
"tarde","web","nublado","primavera","sim","Yes"
"tarde","facebook page","claro","primavera","sim","Yes"
"tarde","facebook page","claro","primavera","sim","No"
"tarde","ad campaign","claro","primavera","sim","No"
"tarde","web","claro","primavera","sim","Yes"
"noite","web","claro","primavera","sim","No"
"noite","facebook page","claro","primavera","sim","No"
"noite","web","claro","primavera","sim","No"
"noite","ad campaign","nublado","primavera","sim","No"
"noite","facebook page","nublado","primavera","nao","No"
"noite","web","nublado","primavera","nao","No"
"noite","ad campaign","nublado","primavera","nao","Yes"
"noite","ad campaign","nublado","primavera","nao","Yes"
"noite","ad campaign","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha","direct","claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","direct","claro","primavera","nao","No"
"manha","ad campaign","claro","primavera","nao","No"
"tarde","web","claro","primavera","nao","No"
"tarde","ad campaign","claro","primavera","nao","No"
"tarde","web","claro","primavera","nao","No"
"tarde","web","claro","primavera","nao","No"
"tarde","direct","claro","primavera","nao","Yes"
"tarde",NA,"claro","primavera","nao","Yes"
"tarde","twitter","claro","primavera","nao","Yes"
"noite","ad campaign","claro","primavera","nao","No"
"noite",NA,"claro","primavera","nao","No"
"noite","ad campaign","claro","primavera","nao","No"
"noite","facebook page","claro","primavera","nao","No"
"noite","ad campaign","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","Yes"
"noite","direct","claro","primavera","nao","Yes"
"noite","ad campaign","claro","primavera","nao","Yes"
"noite","facebook page","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","ad campaign","claro","primavera","nao","Yes"
"manha","web","nublado","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"manha","web","claro","primavera","nao","Yes"
"tarde","twitter","claro","primavera","nao","Yes"
"tarde","twitter","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"tarde","facebook page","claro","primavera","nao","Yes"
"tarde","web","claro","primavera","nao","Yes"
"tarde","twitter","claro","primavera","nao","Yes"
"tarde","ad campaign","claro","primavera","nao","Yes"
"noite","web","claro","primavera","nao","No"
"noite","direct","nublado","primavera","nao","No"
"noite","web","nublado","primavera","nao","No"
"noite","web","garoando","primavera","nao","Yes"
"noite","web","garoando","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"manha","twitter","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","Yes"
"manha","facebook page","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","direct","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","No"
"tarde","web","nublado","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"noite","direct","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","twitter","nublado","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","No"
"manha","direct","nublado","verao","sim","No"
"manha","facebook page","nublado","verao","sim","Yes"
"manha","facebook page","nublado","verao","sim","Yes"
"manha","web","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"tarde","facebook page","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","facebook page","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","blog","claro","verao","sim","No"
"tarde","direct","claro","verao","sim","No"
"tarde","web","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","No"
"noite","direct","nublado","verao","sim","No"
"noite","ad campaign","nublado","verao","sim","No"
"noite","facebook page","nublado","verao","sim","No"
"noite","web","garoando","verao","sim","Yes"
"noite","blog","garoando","verao","sim","Yes"
"noite","ad campaign","garoando","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","facebook page","garoando","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","twitter","nublado","verao","sim","Yes"
"manha","facebook page","nublado","verao","sim","No"
"manha","direct","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"tarde","web","garoando","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","twitter","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","No"
"tarde","direct","garoando","verao","sim","Yes"
"tarde","twitter","garoando","verao","sim","Yes"
"noite","direct","garoando","verao","sim","No"
"noite","web","garoando","verao","sim","No"
"noite","ad campaign","nublado","verao","sim","No"
"noite","web","garoando","verao","sim","No"
"noite","direct","nublado","verao","sim","Yes"
"noite","direct","nublado","verao","sim","Yes"
"noite","twitter","nublado","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","twitter","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","facebook page","garoando","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"manha","facebook page","nublado","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","blog","nublado","verao","sim","Yes"
"tarde","blog","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","facebook page","claro","verao","sim","Yes"
"noite","facebook page","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite",NA,"claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"manha","web","claro","verao","sim","Yes"
"manha","facebook page","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","No"
"manha","facebook page","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","twitter","claro","verao","sim","Yes"
"manha","web","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"noite","facebook page","nublado","verao","sim","No"
"noite","web","nublado","verao","sim","No"
"noite","direct","nublado","verao","sim","No"
"noite","facebook page","nublado","verao","sim","No"
"noite","ad campaign","nublado","verao","nao","Yes"
"noite","twitter","claro","verao","nao","Yes"
"noite","facebook page","claro","verao","nao","Yes"
"noite","ad campaign","claro","verao","nao","Yes"
"noite","web","claro","verao","nao","Yes"
"noite","twitter","claro","verao","nao","Yes"
"manha","facebook page","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","ad campaign","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"tarde","web","claro","verao","nao","Yes"
"tarde","web","claro","verao","nao","Yes"
"tarde","web","claro","verao","nao","Yes"
"tarde","ad campaign","claro","verao","nao","Yes"
"tarde","blog","claro","verao","nao","Yes"
"tarde","web","nublado","verao","nao","Yes"
"tarde","twitter","nublado","verao","nao","Yes"
"noite","web","nublado","verao","nao","No"
"noite","ad campaign","nublado","verao","nao","No"
"noite","web","nublado","verao","nao","No"
"noite","ad campaign","nublado","verao","nao","No"
"noite","direct","nublado","verao","nao","Yes"
"noite","web","nublado","verao","nao","Yes"
"noite","ad campaign","garoando","verao","nao","Yes"
"noite","web","garoando","verao","nao","Yes"
"noite","ad campaign","garoando","verao","nao","Yes"
"manha","ad campaign","garoando","verao","nao","Yes"
"manha","web","garoando","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","ad campaign","nublado","verao","nao","Yes"
"manha","direct","nublado","verao","nao","Yes"
"manha","web","nublado","verao","nao","Yes"
"tarde","ad campaign","claro","verao","nao","Yes"
"tarde","ad campaign","claro","verao","nao","Yes"
"tarde","web","claro","verao","nao","Yes"
"tarde","facebook page","claro","verao","nao","Yes"
"tarde","ad campaign","claro","verao","nao","Yes"
"tarde","ad campaign","claro","verao","nao","Yes"
"tarde","web","claro","verao","nao","Yes"
"noite","direct","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","facebook page","claro","verao","nao","No"
"noite","blog","claro","verao","nao","No"
"noite","twitter","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","direct","claro","verao","sim","Yes"
"manha","twitter","claro","verao","sim","Yes"
"manha","facebook page","claro","verao","sim","Yes"
"manha","twitter","claro","verao","sim","No"
"manha","twitter","nublado","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","direct","nublado","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"tarde",NA,"nublado","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","twitter","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"noite","facebook page","claro","verao","sim","No"
"noite",NA,"claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","facebook page","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","direct","claro","verao","sim","Yes"
"manha","web","claro","verao","sim","No"
"manha","twitter","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","facebook page","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","twitter","nublado","verao","sim","No"
"noite","direct","nublado","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","facebook page","nublado","verao","sim","Yes"
"noite","twitter","nublado","verao","sim","Yes"
"manha","facebook page","nublado","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","No"
"manha",NA,"nublado","verao","sim","Yes"
"manha","direct","nublado","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","web","garoando","verao","sim","Yes"
"tarde","facebook page","garoando","verao","sim","Yes"
"tarde","ad campaign","garoando","verao","sim","Yes"
"tarde","facebook page","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"noite","direct","garoando","verao","sim","No"
"noite","ad campaign","nublado","verao","sim","No"
"noite","ad campaign","garoando","verao","sim","Yes"
"noite","ad campaign","garoando","verao","sim","Yes"
"noite","ad campaign","garoando","verao","sim","Yes"
"noite","twitter","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","web","nublado","verao","sim","No"
"manha","web","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","twitter","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
